app_id,app_name,user_name,content,score,review_date,sentiment_label,sentiment_score,word_count
com.google.android.apps.subscriptions.red,Google One,Allen Cohen,I uninstalled this app twice yet you keep charging me cancel my subscription and give me a refund for the 2 months I had it after I canceled it but never used it,1,2026-05-04 18:02:49,negative,0.9974575638771056,33
com.google.android.apps.subscriptions.red,Google One,Anand maurya,why my gemini pro subscription auto cancelled after activation 6 month on jio offer 18 month gemini pro,1,2026-05-04 17:43:02,negative,0.9995198249816896,18
com.google.android.apps.subscriptions.red,Google One,Harsha Gandhi,naice werifiketion aplication,5,2026-05-04 17:42:02,negative,0.9801416397094728,3
com.google.android.apps.subscriptions.red,Google One,Tim B,they charge you to upload your pictures then probably through your privacy and sell your pictures to photography companies,1,2026-05-04 16:50:49,negative,0.9948416352272034,19
com.google.android.apps.subscriptions.red,Google One,Pravin Soni,good service 👍🏻,5,2026-05-04 16:10:48,positive,0.9997857213020324,3
com.google.android.apps.subscriptions.red,Google One,Brandon Howard,keep trying to charge me. I don't remember downloading it.,1,2026-05-04 15:15:12,negative,0.998480498790741,10
com.google.android.apps.subscriptions.red,Google One,Wynand Ruhle,"you stole money from my bank account. I never authorised a deduction of R34. 99 from my account. I am going to let everyone know how this company is stealing money silently from people's Bank accounts. the reference on my bank statement says ""Google One"".",1,2026-05-04 14:40:34,negative,0.9986405968666076,45
com.google.android.apps.subscriptions.red,Google One,Hannah Jane,tok much!,1,2026-05-04 14:34:37,positive,0.9993420243263244,2
com.google.android.apps.subscriptions.red,Google One,Allen Carpenter,hacked 5,1,2026-05-04 11:00:37,negative,0.989652931690216,2
com.google.android.apps.subscriptions.red,Google One,Christina Patterson,I'm not even quite sure what's this app actually does but I haven't had any problems yet,4,2026-05-04 09:58:40,positive,0.8207107782363892,17
com.google.android.apps.subscriptions.red,Google One,Teddy Fortunato,graet app,5,2026-05-04 08:25:31,negative,0.9808639287948608,2
com.google.android.apps.subscriptions.red,Google One,Aundra Simmons,great app,5,2026-05-04 06:59:55,positive,0.999821126461029,2
com.google.android.apps.subscriptions.red,Google One,Jacquelin P Strappy,Easy to use and follow instructions,4,2026-05-04 05:44:05,positive,0.9932709336280824,6
